,id,q_format,a_format
124,F1,What is the minimum GPA to transfer into computer science and software engineering?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. 
125,F1,"If my GPA is [gpa], can I transfer into CSSE?",[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. 
126,F1,"If my GPA is [gpa], can I transfer into computer science and software engineering?",[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. 
127,F1,What are the minimum requirements if I want to change into CSSE?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. 
128,F1,What are the minimum requirements if I want to change into computer science and software engineering?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. 
129,F1,What is the flowchart for [major] in [year-range]?,"In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link]."
130,F1,"According to the [year-range] flowchart, when should I take [course] for [major]?","In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link]."
131,F1,Where can I get the flowchart for [major]?," In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link]."
132,F1,Who is eligible for the Blended BS + MS Computer Science Program?,You must be one of the following [blended-requirements].
133,F1,Who is eligible for the Blended BS + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].
134,F1,Who is eligible for the Blended Bachelors Degree + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].
135,F1,What do I need to get into the Blended BS + MS Computer Science Program?,You must be one of the following [blended-requirements].
136,F1,What do I need to get into the Blended BS + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].
137,F1,What do I need to get into the Blended Bachelors Degree + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].
138,F1,What is the Blended BS + MS Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].
139,F1,What is the Blended BS + Masters Degree Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].
140,F1,What is the Blended Bachelors Degree + Masters Degree Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].
141,F1,Why should I take the Blended Program in Computer Science?,The B.S. and M.S. program offers the following benefits: [blended-benefits].
142,F1,What are some of the benefits from the Blended Program? ,The B.S. and M.S. program offers the following benefits: [blended-benefits].
143,F1,What benefits does the blended B.S. and M.S. program offer?,The B.S. and M.S. program offers the following benefits: [blended-benefits].
144,F1,How many additional units does the MS in Computer Science require?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar."
145,F1,How many additional units does the Masters Degree in Computer Science require?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar."
146,F1,How can I get a Masters in Computer Science degree after satisfying the requirements of BS?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar."
147,F1,How can I get a Masters in Computer Science degree after satisfying the requirements of Bachelors Degree?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar."
148,F1,How many units of graduate level courses are needed to get the MS in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.
149,F1,How many units of graduate level courses are needed to get the Masters Degree in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.
150,F1,What courses are included in the MS in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].
151,F1,What courses are included in the Masters Degree in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].
152,F1,What are the masters level courses in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].
153,F1,When is a student placed on academic probation?,A student will be placed on academic probation if [probation-criteria].
154,F1,What is academic probation?,A student will be placed on academic probation if  [probation-criteria].
155,F1,What happens if I struggle with my grades?,A student is placed on academic disqualification status if [disqualification-criteria].
156,F1,When is a student placed on academic probation?,A student is placed on academic disqualification status if [disqualification-criteria].
157,F1,What is academic disqualification?,A student is placed on academic disqualification status if [disqualification-criteria].
158,F1,What is the difference between academic probation and academic disqualification?,An undergraduate student will be placed on academic probation if [probation-criteria]. A student is placed on academic disqualification status if [disqualification-criteria].
159,F1,What accreditation does the Computer Science program have?,"The Computer Science program is accredited by the Computer Accreditation Commission of ABET. To read more, visit the following website:  http://www.abet.org/."
0,E2,What is the highest rated polyrating professor for [Course]?,[Instructor] is the highest rated professor for [Course].
1,E2,What is the highest rated polyrating professor that is currently teaching [Course]?,[Instructor] is the highest rated professor currently teaching [Course].
2,E2,What is the highest rated polyrating professor that taught [Course] last quarter?,[Instructor] is the highest rated professor that taught [Course] last quarter.
3,E2,What is the highest rated polyrating professor that is scheduled to teach [Course] next quarter?,[Instructor] is the highest rated professor that teaching [Course] next quarter.
4,E2,What is the lowest rated polyrating professor for [Course]?,[Instructor] is the lowest rated professor for [Course].
5,E2,What is the lowest rated polyrating professor that is currently teaching [Course]?,[Instructor] is the lowest rated professor currently teaching [Course].
6,E2,What is the lowest rated polyrating professor that taught [Course] last quarter?,[Instructor] is the lowest rated professor that taught [Course] last quarter.
7,E2,What is the lowest rated polyrating professor that is scheduled to teach [Course] next quarter?,[Instructor] is the lowest rated professor that teaching [Course] next quarter.
8,E2,What statistics course has highest average polyratings score?,[Course] has the highest average polyratings score.
9,E2,How many professors have at least a [Star] rating?,[N] professors have at least a [Star] rating.
10,E2,Which professors have at least a [Star] rating?,[Instructors] have at least a [Star] rating. 
11,E2,Which professors have a star rating under [Star]?,[Instructors] have a rating under [Star].
12,E2,Which professorâs personal interests include [Interest]?,[Instructors] are interested in [Interest].
13,E2,Which professors are interested in [Interest]?,[Instructors] are interested in [Interest].
14,E2,Are there any professors interested in [Interest]?,[Instructors] are interested in [Interest].
15,E2,What are [Instructor]âs personal interests?,[Instructor] is interested in [Interests].
16,E2,How many professorsâ personal interests include [Interest]?,[N] instructors are interested in [Interest].
17,E2,Which professors have no personal interests?,[Instructors] have no personal interests.
18,E2,How many professors have no personal interests?,[N] instructors have no personal interests.
19,E2,Which professorâs professional distinctions include [Distinction]?,[Instructor]âs professional distinctions are [Distinctions]
20,E2,What are [Instructor]âs professional distinctions?,[Instructor]âs professional distinctions are [Distinctions]
21,E2,Which professorâs [Research Interests] include [Research Interests]?,[Instructor]âs research interests are [Research Interests]
22,E2,What are [Instructor]âs [Research Interests]?,[Instructor]âs research interests are [Research Interests]
23,E2,Where did [Instructor] get their BS?,[Instructor] recieved their BS at [Univesity].
24,E2,Which school did [Instructor] get their BS at?,[Instructor] received their BS at [University].
25,E2,Which school did [Instructor] get their Masterâs at?,[Instructor] received their Master's at [University].
26,E2,Where did [Instructor] get their Masterâs?,[Instructor] received their Master's at [University].
27,E2,Where did [Instructor] get their doctorate?,[Instructor] received their doctorate at [University].
28,E2,Which school did [Instructor] get their doctorate at?,[Instructor] received their doctorate at [University].
29,E2,When did [Instructor] get their BS?,[Instructor] received their BS on [Date].
30,E2,What year did [Instructor] get their BS?,[Instructor] received their BS on [Date].
31,E2,When did [Instructor] get their Masterâs?,[Instructor] received their Master's on [Date].
