,id_group,group,q_format,a_format,tag0,tag1,tag2,tag3
1821,73,F1,What courses should I take each quarter for the [minor]?,"In order to determine what courses you should take each quarter in order to pursue the [minor], you should visit the minorâs flowchart. You can access the flowchart for CSSE students pursuing a [minor] in the following link: [minor-flowchart-link].",[minor],,,
1822,74,F1,How many units do I need to graduate?,You need [graduation-units] total units to graduate.,,,,
1823,75,F1,What are the mandatory classes that I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.,,,,
1824,76,F1,What classes do I have to take in order to graduate?,You need to take [all-required-course-list] to graduate.,,,,
1825,77,F1,Can I double count the [elective-name] elective?,[elective-is-double-countable].,[elective-name],,,
1826,78,F1,What classes can I double count?,"The classes: [double-countable-classes], may be double counted.",,,,
1827,79,F1,How many classes do I have to take for [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.,[major],,,
1828,80,F1,What is the total number of classes needed to graduate in [major]?,You need to take [total-units] units worth of classes for [major]. The total number of classes may vary.,[major],,,
1829,81,F1,What concentrations are available?,The following concentrations are available [concentration-list].,,,,
1830,82,F1,How do I declare [concentration] concentration?,You need to complete the following steps [concentration-type-steps],[concentration],,,
1831,83,F1,What are the required courses for the [concentration]?,The required courses for the [concentration] are [concentration-required-courses].,[concentration],,,
1832,84,F1,What GPA do I need to graduate?,You need a GPA of at least [minimum-grad-gpa] to graduate as a CSSE major.,,,,
1833,85,F1,What is the minimum GPA?,You need a GPA of at least [minimum-grad-gpa]  to graduate as a CSSE major.,,,,
1834,86,F1,What GPA do I need to attain an honor?,The following Honors are available [honors-gpa-list].,,,,
1835,87,F1,What honors are available?,The following Honors are available [honors-gpa-list].,,,,
1836,88,F1,What GPA do I need to obtain [honor-name]?,The following Honors are available [honors-gpa-list].,[honor-name],,,
1837,89,F1,What honor am I eligible for with a GPA of [gpa-number]?,The following Honors are available [honors-gpa-list].,[gpa-number],,,
1838,90,F1,Can I take classes as credit/no credit?,You may not take any major classes as credit/no credit.,,,,
1839,91,F1,Can I take classes as pass/no pass?,You may not take any major classes as credit/no credit.,,,,
1840,92,F1,How many units do I need to take to be considered a [class-level]?,"In order to be considered a [class-level], you have to take [class-level-units].",[class-level],,,
1841,93,F1,"If I have taken [num-units], what class level am I considered?","If you have taken [num-units], you are considered a [class-level] student.",[num-units],,,
1842,94,F1,"If I have taken [num-units], what division level am I considered?","If you have taken [num-units], you would be considered a [division-level] student.",[num-units],,,
1843,95,F1,How many units do I need to take to be considered [division-level]?,"In order for you to be considered [division-level], you must take [division-level-units].",[division-level],,,
1844,96,F1,How many units do transfer applicants need prior to transfer as a CSSE major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,,,,
1845,97,F1,How many units do transfer applicants need prior to transfer as a computer science and software engineering major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,,,,
1846,98,F1,What courses articulate to apply as a CSSE transfer student?,The courses that articulate are [transfer-articulate-courses].,,,,
1847,99,F1,What courses articulate to apply as a computer science and software engineering transfer student?,The courses that articulate are [transfer-articulate-courses].,,,,
1848,100,F1,What are some general guidelines for a CSSE transfer student?,The general guidelines are [csse-transfer-guidelines].,,,,
1849,101,F1,What are some general guidelines for a computer science and software engineering transfer student?,The general guidelines are [csse-transfer-guidelines].,,,,
1850,102,F1,What is the minimum amount of transferable units required to transfer as a CSSSE major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,,,,
1851,103,F1,What is the minimum amount of transferable units required to transfer as a CSSSoftware Engineering major?,Transfer applicants need a minimum of [transfer-min-units] completed prior to transfer.,,,,
1852,104,F1,What courses are desired but not required if I want to transfer as a CSSE major?,If you want to transfer as a CSSE major the following classes are desired: [major-transfer-course-list],,,,
1853,105,F1,What courses are desired but not required if I want to transfer as a computer science and software engineering major?,If you want to transfer as a CSSE major the following classes are desired: [major-transfer-course-list],,,,
1854,106,F1,What courses are required If I want to transfer as a CSSE major?,If you want to transfer as a CSSE major you need the following course: [major-transfer-course-list],,,,
1855,107,F1,What courses are required If I want to transfer as a computer science and software engineering major?,If you want to transfer as a CSSE major you need the following course: [major-transfer-course-list],,,,
1856,108,F1,Where can I get more information on [subject]?,We donât have information about [subject] but please refer to [bot-name].,[subject],,,
1857,109,F1,How can I contact the CSSE department?,You can contact the CSSE department at [department-contact-info].,,,,
1858,110,F1,How can I contact the computer science and software engineering department?,You can contact the CSSE department at [department-contact-info].,,,,
1859,111,F1,What is the phone number of the CSSE department?,[phone-number] is the CSSE phone number,,,,
1860,112,F1,What is the phone number of the computer science and software engineering department?,[phone-number] is the CSSE phone number,,,,
1861,113,F1,How can I contact the CSSE department?,[phone-number] is the CSSE phone number.,,,,
1862,114,F1,How can I contact the computer science and software engineering department?,[phone-number] is the CSSE phone number.,,,,
1863,115,F1,Who are the minor advisors for [minor]?,The minor advisors for [minor] are [minor-advisors]. ,[minor],,,
1864,116,F1,Who can I contact to get more information about the [minor]?,You can contact [minor-advisors] to learn more about [minor].,[minor],,,
1865,117,F1,Who can I contact if I have questions about [minor]?,"If you have questions about [minor], you may contact [contact-info].",[minor],,,
1866,118,F1,Who will help me if I have doubts about [minor]?,"If you have questions about [minor], you may contact [contact-info].",[minor],,,
1867,119,F1,What steps do I need to follow to request a change of major?,"In order to request a change in major, follow these steps: [change-major-steps].",,,,
1868,120,F1,How can I request a change of major?,"In order to request a change in major, follow these steps: [change-major-steps].",,,,
1869,121,F1,What are the basic criteria when requesting a change of major?,The basic criteria to request a change of major are [change-major-criteria] .,,,,
1870,122,F1,What conditions are part of the change of major agreement?,The conditions present in the ICMA (Individualized Change of Major Agreement) contract are the following: [icma-conditions].,,,,
1871,123,F1,What is the minimum GPA to transfer into CSSE?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. ,,,,
1872,124,F1,What is the minimum GPA to transfer into computer science and software engineering?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. ,,,,
1873,125,F1,"If my GPA is [gpa], can I transfer into CSSE?",[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. ,[gpa],,,
1874,126,F1,"If my GPA is [gpa], can I transfer into computer science and software engineering?",[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. ,[gpa],,,
1875,127,F1,What are the minimum requirements if I want to change into CSSE?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. ,,,,
1876,128,F1,What are the minimum requirements if I want to change into computer science and software engineering?,[minimum-gpa-change-major] is the minimum GPA that is required to change into CSSE. ,,,,
1877,129,F1,What is the flowchart for [major] in [year-range]?,"In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link].",[major],[year-range],,
1878,130,F1,"According to the [year-range] flowchart, when should I take [course] for [major]?","In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link].",[year-range],[course],[major],
1879,131,F1,Where can I get the flowchart for [major]?," In order to view the [year-range] flowchart for [major], visit the following link: [flowchart-link].",[major],,,
1880,132,F1,Who is eligible for the Blended BS + MS Computer Science Program?,You must be one of the following [blended-requirements].,,,,
1881,133,F1,Who is eligible for the Blended BS + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,,,,
1882,134,F1,Who is eligible for the Blended Bachelors Degree + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,,,,
1883,135,F1,What do I need to get into the Blended BS + MS Computer Science Program?,You must be one of the following [blended-requirements].,,,,
1884,136,F1,What do I need to get into the Blended BS + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,,,,
1885,137,F1,What do I need to get into the Blended Bachelors Degree + Masters Degree Computer Science Program?,You must be one of the following [blended-requirements].,,,,
1886,138,F1,What is the Blended BS + MS Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,,,,
1887,139,F1,What is the Blended BS + Masters Degree Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,,,,
1888,140,F1,What is the Blended Bachelors Degree + Masters Degree Computer Science Program?,The Blended BS + MS Computer Science Program is [blended-description].,,,,
1889,141,F1,Why should I take the Blended Program in Computer Science?,The B.S. and M.S. program offers the following benefits: [blended-benefits].,,,,
1890,142,F1,What are some of the benefits from the Blended Program? ,The B.S. and M.S. program offers the following benefits: [blended-benefits].,,,,
1891,143,F1,What benefits does the blended B.S. and M.S. program offer?,The B.S. and M.S. program offers the following benefits: [blended-benefits].,,,,
1892,144,F1,How many additional units does the MS in Computer Science require?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",,,,
1893,145,F1,How many additional units does the Masters Degree in Computer Science require?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",,,,
1894,146,F1,How can I get a Masters in Computer Science degree after satisfying the requirements of BS?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",,,,
1895,147,F1,How can I get a Masters in Computer Science degree after satisfying the requirements of Bachelors Degree?,"The MS degree requires at least [ms-total-units] units beyond the undergraduate degree. [required-ms-units] units are from a required list, [approved-ms-elective-units] units are from approved electives, and there are [thesis-ms-units] units of thesis and seminar.",,,,
1896,148,F1,How many units of graduate level courses are needed to get the MS in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.,,,,
1897,149,F1,How many units of graduate level courses are needed to get the Masters Degree in Computer Science degree?,At least [graduate-ms-units] units of courses higher than 500 must be fulfilled to get the MS in Computer Science degree.,,,,
1898,150,F1,What courses are included in the MS in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].,,,,
1899,151,F1,What courses are included in the Masters Degree in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].,,,,
1900,152,F1,What are the masters level courses in Computer Science?,The MS in Computer Science includes the following courses: [ms-course-names].,,,,
1901,153,F1,When is a student placed on academic probation?,A student will be placed on academic probation if [probation-criteria].,,,,
1902,154,F1,What is academic probation?,A student will be placed on academic probation if  [probation-criteria].,,,,
1903,155,F1,What happens if I struggle with my grades?,A student is placed on academic disqualification status if [disqualification-criteria].,,,,
1904,156,F1,When is a student placed on academic probation?,A student is placed on academic disqualification status if [disqualification-criteria].,,,,
1905,157,F1,What is academic disqualification?,A student is placed on academic disqualification status if [disqualification-criteria].,,,,
1906,158,F1,What is the difference between academic probation and academic disqualification?,An undergraduate student will be placed on academic probation if [probation-criteria]. A student is placed on academic disqualification status if [disqualification-criteria].,,,,
